Fstar,primals,time,dual_relgaps,dual_cert,reg,strategy,gaps,relgaps
15910.140914505446,24107.548159716516,0.695030927658081,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.5152315928099296
15910.140914505446,19562.569187260975,1.080225944519043,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.22956605427834842
15910.140914505446,17337.74820415525,1.2233459949493408,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.08972939317892777
15910.140914505446,16415.86124574729,1.3986339569091797,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.031786037217355616
15910.140914505446,16028.560733076632,1.5173521041870117,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.007443040209858984
15910.140914505446,16005.029502158046,1.5823750495910645,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.005964031881458018
15910.140914505446,15994.842847366854,1.6509771347045898,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.00532377012350558
15910.140914505446,15986.103728429749,1.7166740894317627,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.004774490328683832
15910.140914505446,15977.236954276348,1.96419095993042,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.004217187021249453
15910.140914505446,15967.739746594365,2.039997100830078,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0036202590786864547
15910.140914505446,15957.640835837254,2.1078810691833496,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0029855122960288595
15910.140914505446,15947.295187307116,2.17031192779541,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.002335257305470895
15910.140914505446,15936.692668008884,2.2324440479278564,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0016688572179288667
15910.140914505446,15929.728280181018,2.2980809211730957,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0012311245878227303
15910.140914505446,15925.237053867908,2.3589439392089844,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0009488375648954022
15910.140914505446,15921.881362295844,2.419764995574951,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0007379223008448925
15910.140914505446,15919.345420654023,2.6734321117401123,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0005785307746825211
15910.140914505446,15917.361736330193,2.745728015899658,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0004538502747114994
15910.140914505446,15915.729257601139,2.808845043182373,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0003512440980706766
15910.140914505446,15914.311943106904,2.86883807182312,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.0002621616379057856
15910.140914505446,15913.0270249162,2.9293789863586426,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.00018140068188354363
15910.140914505446,15911.830271462139,2.992121934890747,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),0.00010618114357193317
15910.140914505446,15910.900085899655,3.0522959232330322,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),4.771619549372541e-5
15910.140914505446,15910.582203245247,3.298166036605835,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),2.7736318752452943e-5
15910.140914505446,15910.395903596302,3.3690271377563477,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.6026827934838664e-5
15910.140914505446,15910.28704197601,3.432551145553589,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),9.184549109192134e-6
15910.140914505446,15910.22384458904,3.49310302734375,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),5.212404091176626e-6
15910.140914505446,15910.187504354435,3.562911033630371,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),2.92831152405231e-6
15910.140914505446,15910.166843309486,3.6243159770965576,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.6297029786884377e-6
15910.140914505446,15910.155235200436,3.6827211380004883,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),9.00098564026249e-7
15910.140914505446,15910.148785959904,3.7448549270629883,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),4.947444840510834e-7
15910.140914505446,15910.145236307544,3.805798053741455,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),2.716382036776743e-7
15910.140914505446,15910.1432950885,4.060435056686401,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.4962677364716704e-7
15910.140914505446,15910.142236024221,4.136366128921509,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),8.30614123792825e-8
15910.140914505446,15910.14165677373,4.193442106246948,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),4.6653784446521e-8
15910.140914505446,15910.141337444311,4.269484996795654,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),2.6582974177180303e-8
15910.140914505446,15910.141159108738,4.33445405960083,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),1.5374049390583464e-8
15910.140914505446,15910.141057832672,4.402234077453613,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),9.008545377871362e-9
15910.140914505446,15910.140999254898,4.462140083312988,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),5.326756848143149e-9
15910.140914505446,15910.140964782047,4.520110130310059,Float64(49),5.536699809304472e-6,0.05,newton,Float64(49),3.160034962086152e-9
