p,n,time,reg,strategy,gaps,primals,it,s,relgaps,μ0
1000,500,3.051011085510254,0.05,exact,5.786128554063907e-7,27.87835149683748,1,10,2.075491642581623e-8,$\mu_0 = 0.99$
1000,500,3.0726919174194336,0.05,exact,5.870182313572059e-7,27.87835149683748,1,10,2.1056418326018926e-8,$\mu_0 = 0.99$
1000,500,3.0900089740753174,0.05,exact,1.0026083430147992e-6,27.87835149683749,1,10,3.5963688280798625e-8,$\mu_0 = 0.99$
1000,500,3.1080079078674316,0.05,exact,8.171674927837103e-7,27.878351496837475,1,10,2.9311901490172755e-8,$\mu_0 = 0.99$
1000,500,3.1230130195617676,0.05,exact,4.936512780773228e-7,27.878351496837478,1,10,1.7707333883544823e-8,$\mu_0 = 0.99$
1000,500,3.139003038406372,0.05,exact,3.281113158948301e-7,27.87835149683748,1,10,1.1769394468394269e-8,$\mu_0 = 0.99$
1000,500,3.154007911682129,0.05,exact,3.0215124979804386e-7,27.878351496837467,1,10,1.0838203608714814e-8,$\mu_0 = 0.99$
1000,500,3.168726921081543,0.05,exact,3.0583319343691073e-7,27.87835149683749,1,10,1.0970275393493204e-8,$\mu_0 = 0.99$
1000,500,3.1985061168670654,0.05,exact,3.2530376259387594e-7,27.878351496837457,1,10,1.1668687175810186e-8,$\mu_0 = 0.99$
1000,500,3.2130091190338135,0.05,exact,3.5082077332049266e-7,27.87835149683748,1,10,1.2583985583232558e-8,$\mu_0 = 0.99$
1000,500,3.22800612449646,0.05,exact,3.270499675522842e-7,27.87835149683748,1,10,1.1731323768888728e-8,$\mu_0 = 0.99$
1000,500,3.2430031299591064,0.05,exact,3.2470417465901846e-7,27.878351496837475,1,10,1.1647179880627195e-8,$\mu_0 = 0.99$
1000,500,3.258012056350708,0.05,exact,2.490357786655295e-7,27.87835149683748,1,10,8.932944930182838e-9,$\mu_0 = 0.99$
1000,500,3.2730040550231934,0.05,exact,2.975674320282451e-7,27.878351496837467,1,10,1.0673781484604686e-8,$\mu_0 = 0.99$
1000,500,3.287998914718628,0.05,exact,2.16674671094097e-7,27.878351496837475,1,10,7.772147901882814e-9,$\mu_0 = 0.99$
1000,500,3.301003932952881,0.05,exact,1.7364212112624955e-7,27.878351496837478,1,10,6.228564882896592e-9,$\mu_0 = 0.99$
1000,500,3.316448926925659,0.05,exact,1.973295198354208e-7,27.878351496837475,1,10,7.078234875466216e-9,$\mu_0 = 0.99$
1000,500,3.331005096435547,0.05,exact,2.087583652610192e-7,27.87835149683748,1,10,7.488189008761897e-9,$\mu_0 = 0.99$
1000,500,3.3489930629730225,0.05,exact,2.2971525481807475e-7,27.87835149683746,1,10,8.239915292126717e-9,$\mu_0 = 0.99$
1000,500,3.364000082015991,0.05,exact,2.627609028138522e-7,27.87835149683748,1,10,9.425266872169964e-9,$\mu_0 = 0.99$
1000,500,3.380017042160034,0.05,exact,2.7857910822604026e-7,27.87835149683748,1,10,9.992667904256902e-9,$\mu_0 = 0.99$
1000,500,3.3950130939483643,0.05,exact,2.576684430266596e-7,27.878351496837478,1,10,9.242599694457885e-9,$\mu_0 = 0.99$
1000,500,3.4119999408721924,0.05,exact,1.9396236083935037e-7,27.87835149683747,1,10,6.9574544557038644e-9,$\mu_0 = 0.99$
1000,500,3.4300010204315186,0.05,exact,1.5789902008123136e-7,27.87835149683749,1,10,5.6638578539747365e-9,$\mu_0 = 0.99$
1000,500,3.4507670402526855,0.05,exact,1.6487929244135557e-7,27.878351496837475,1,10,5.914241107838084e-9,$\mu_0 = 0.99$
1000,500,3.4660089015960693,0.05,exact,1.812105452358992e-7,27.878351496837475,1,10,6.500045214526252e-9,$\mu_0 = 0.99$
1000,500,3.484005928039551,0.05,exact,1.1487846052204986e-7,27.878351496837475,1,10,4.120704932466387e-9,$\mu_0 = 0.99$
1000,500,3.502000093460083,0.05,exact,1.3629511030899266e-7,27.878351496837485,1,10,4.888922873522631e-9,$\mu_0 = 0.99$
1000,500,3.519990921020508,0.05,exact,1.0336077593819937e-7,27.87835149683747,1,10,3.7075641273094875e-9,$\mu_0 = 0.99$
1000,500,3.538003921508789,0.05,exact,1.260728161867064e-7,27.878351496837478,1,10,4.522247888330417e-9,$\mu_0 = 0.99$
1000,500,3.555996894836426,0.05,exact,9.800921674241181e-8,27.878351496837475,1,10,3.515603020986732e-9,$\mu_0 = 0.99$
1000,500,3.5739989280700684,0.05,exact,1.076434159585915e-7,27.878351496837475,1,10,3.861182967393269e-9,$\mu_0 = 0.99$
1000,500,3.5920000076293945,0.05,exact,9.998599281857423e-8,27.878351496837478,1,10,3.5865102292693545e-9,$\mu_0 = 0.99$
1000,500,3.6080880165100098,0.05,exact,9.712033843811696e-8,27.878351496837478,1,10,3.4837188436028685e-9,$\mu_0 = 0.99$
1000,500,3.623279094696045,0.05,exact,9.309707138527301e-8,27.87835149683746,1,10,3.339403744724074e-9,$\mu_0 = 0.99$
1000,500,3.63700008392334,0.05,exact,7.901643428454008e-8,27.87835149683747,1,10,2.8343295080953308e-9,$\mu_0 = 0.99$
1000,500,3.6520121097564697,0.05,exact,5.53741053010981e-8,27.87835149683747,1,10,1.9862761722973382e-9,$\mu_0 = 0.99$
